STT,Tieu de,Gia (VND),Gia/m2 (trieu),Dien tich,Dia chi,Quan/Huyen,Thanh pho,Vi do,Kinh do,Loai BDS,Loai can ho,Phong ngu,Nha ve sinh,So tang,Huong,Noi that,Phap ly,Tien coc,Loai phi,So anh,Nguoi dang,Phong tot,Diem danh gia,Ngay dang,URL,Thoi gian crawl
2745,Gia đình có việc cần chuyển nhượng căn hộ gần Depot Tham Lương 2PN,3500000000,57.37705,61 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82442,106.62025,Căn hộ/Chung cư,1.0,2,1,,,3.0,6.0,,[],5,Đơn Phương,,,2026-09-10 10:12:16,https://nha.chotot.com/tin/178684712,2026-09-17T07:32:55.471733
2746,"Cho thuê giá tốt 3PN view sông, nội thất xịn, Vinhomes Central Park",35000000,0.3043478,115 m²,"Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,Căn hộ/Chung cư,1.0,3,2,,,1.0,6.0,,[],12,Huyền Nguyễn,,,2026-09-02 15:25:06,https://nha.chotot.com/tin/178523171,2026-09-17T07:32:55.471941
2747,"BCONS ARIA TRẢ TRƯỚC CHỈ 5% CHIẾT KHẤU 8,5% HỖ TRỢ LS 6,9% TRONG 4 NĂM",2600000000,49.056602,53 m²,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Thành phố Dĩ An,Bình Dương,10.89115,106.8022,Căn hộ/Chung cư,1.0,2,2,37,Tây,3.0,4.0,,[],12,Huy Hoàng Bcons ,,,2026-08-25 09:52:10,https://nha.chotot.com/tin/178364490,2026-09-17T07:32:55.472125
2748,"CHO THUÊ CĂN HỘ MỚI 2 PHÒNG NGỦ, DIỆN TÍCH 60M² ",13500000,0.20769231,65 m²,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Đà Nẵng,16.023426,108.2459,Căn hộ/Chung cư,2.0,2,,,,2.0,,,[],4,VANA,,,2026-09-17 14:30:06,https://nha.chotot.com/tin/178838887,2026-09-17T07:32:55.472305
2749,Bán căn Hưng Phát Silver Star - sát vách sunrise reverside - 4.6ty,4350000000,41.037735,106 m²,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,Căn hộ/Chung cư,1.0,3,,,Tây Nam,2.0,6.0,,[],9,Vân,,4.8,2026-09-03 11:16:19,https://nha.chotot.com/tin/177025273,2026-09-17T07:32:55.472485
2750,Cho thuê CC Garden gate 40m2 Offictel 1WC giá cực tốt chỉ 11tr/th ,11000000,0.31428573,35 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80964,106.67425,Căn hộ/Chung cư,1.0,1,1,,,,,,[],3,Nguyễn Hoàng Toàn,,,2026-09-15 10:14:56,https://nha.chotot.com/tin/178787965,2026-09-17T07:32:55.472685
2751,KHAI TRƯƠNG ĐUPLEX 3🍠X ĐƯỜNG SỐ 1_NGUYỄN THỊ TÚ NHẬN XE ĐIỆN FULL NT,3700000,0.13214286,28 m²,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.807803,106.59462,Căn hộ/Chung cư,3.0,1,1,,,2.0,4.0,1000000.0,[],11,Triệu an HiFriendz Tp ,,5.0,2026-09-17 14:29:46,https://nha.chotot.com/tin/178839353,2026-09-17T07:32:55.472863
2752,"Chung cư Tecco Green - Phan Văn Hớn căn 2p ngủ , full NT, giá 7,3tr/th",7300000,0.1,73 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82954,106.61561,Căn hộ/Chung cư,1.0,2,2,,,2.0,6.0,,[],6,Phí Linh,,,2026-09-17 14:29:29,https://nha.chotot.com/tin/178839257,2026-09-17T07:32:55.473034
2753,💥CHDV - FUL NT - 2PN - BALCONY THOÁNG ⚡️ PHAN ĐĂNG LƯU - BÙI ĐÌNH TUÝ 💥,7800000,0.111428574,70 m²,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.802451,106.697495,Căn hộ/Chung cư,2.0,2,,,,,,,[],12,Lương Thanh Trúc,,,2026-09-12 21:54:42,https://nha.chotot.com/tin/178437508,2026-09-17T07:32:55.473200
2754,"💥 HÀ ĐÔ CENTROSA – 2PN 2WC – NHÀ ĐẸP, FULL NỘI THẤT – Ở LIỀN CHỈ 22TR",22000000,0.25581396,86 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.7762,106.67889,Căn hộ/Chung cư,1.0,2,2,,,,,,[],12,Hoàng Dung,,4.5,2026-09-17 11:07:05,https://nha.chotot.com/tin/178834497,2026-09-17T07:32:55.473362
2755,"CĂN HỘ MINI CAO CẤP MỚI 100%, FULL NỘI THẤT NGAY ẺMART PHAN HUY ÍCH",5000000,0.2,25 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.837349,106.636284,Căn hộ/Chung cư,2.0,1,1,,,1.0,4.0,5000000.0,[],12,Alo Ngoc Hoang,,5.0,2026-09-17 14:28:24,https://nha.chotot.com/tin/178839301,2026-09-17T07:32:55.473555
2756,TÌM NỮ Ở GHÉP CĂN CHUNG CƯ 2PN,4500000,0.071428575,63 m²,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.722,106.7433,Căn hộ/Chung cư,1.0,2,2,,,2.0,4.0,4500000.0,[],7,Kim Thanh,,5.0,2026-09-17 14:28:16,https://nha.chotot.com/tin/178839296,2026-09-17T07:32:55.473828
2757,Khách Cần Tiền Ra Di Căn 2PN Hiyori Siêu Mới,5200000000,83.870964,62 m²,"Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.06191,108.23652,Căn hộ/Chung cư,1.0,2,2,,,1.0,2.0,,[],11,Hồng Công,,,2026-09-17 14:26:46,https://nha.chotot.com/tin/171220229,2026-09-17T07:32:55.474027
2758,⭐ RIVER PANORAMA CHO THUÊ 3PN2WC FULL NỘI THẤT VIEW ĐẸP CHỈ 19 TRIỆU,19000000,0.21111111,90 m²,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.71422,106.73743,Căn hộ/Chung cư,1.0,3,2,,,2.0,6.0,,[],12,Huy,,5.0,2026-09-08 14:36:21,https://nha.chotot.com/tin/172861126,2026-09-17T07:32:55.474199
2759,"THẢO ĐIỀN, QUẬN 2 🏡 CHO THUÊ CHDV CAO CẤP💘 1PN BAN CÔNG FULL NỘI THẤT",11000000,0.22,50 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.803914,106.72912,Căn hộ/Chung cư,2.0,1,1,,Đông Bắc,1.0,4.0,11000000.0,[],11,Phương An Chuyên Căn Hộ Quận 2,,5.0,2026-09-11 14:06:45,https://nha.chotot.com/tin/177928071,2026-09-17T07:32:55.474386
2760,CHDV FULL NỘI THẤT MỚI KENG GẦN MEGA MARKET Q12,3900000,0.156,25 m²,"Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.887289,106.64767,Căn hộ/Chung cư,2.0,1,1,4,,2.0,4.0,,[],10,Anh Tuấn Tìm Phòng,,5.0,2026-09-17 14:26:20,https://nha.chotot.com/tin/178839237,2026-09-17T07:32:55.474586
2761,NHÀ ĐẸP TÂN PHÚ ÂU CƠ 56M2_3 TẦNG _NGAY ĐH VĂN HIẾN_HẺM 8M_ NHỈNH 6T,6500000000,108.333336,60 m²,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.791454,106.63355,Nhà ở,,3,3,3,,,1.0,,[],9,Trang,,,2026-09-17 14:32:10,https://nha.chotot.com/tin/178839418,2026-09-17T07:32:56.900690
2762,Cho thuê nhà nguyên căn đường Quang Trung ,11500000,0.23958333,48 m²,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.850746,106.64534,Nhà ở,,4,3,2,,,1.0,,[],5,Út Trung Gò vấp ,,5.0,2026-09-09 14:45:06,https://nha.chotot.com/tin/178281738,2026-09-17T07:32:56.900974
2763,KHU PHẠM VĂN ĐỒNG VILLA HỒ BƠI 7PN - SIÊU ĐẸP,65000000,0.325,200 m²,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Đà Nẵng,16.0752,108.23292,Nhà ở,,7,7,3,,2.0,1.0,65000000.0,[],12,Trân Duy Hải,,5.0,2026-09-17 14:31:34,https://nha.chotot.com/tin/178839400,2026-09-17T07:32:56.901160
2764,Bán nhà hẻm 184 thoáng đường Âu Dương Lân P3 Q8 ,3180000000,104.605606,30.3999 m²,"Phường 3, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.745962,106.68301,Nhà ở,,2,2,2,,2.0,1.0,,[],5, Như Ý,,,2026-09-17 14:31:29,https://nha.chotot.com/tin/178502242,2026-09-17T07:32:56.901459
2765,HÀNG HIẾM KHÓ TÌM - NHÀ C4 144m² S.H.R - CHỈ 820TR - TÂN AN HỘI CỦ CHI,820000000,5.6944447,144 m²,"Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Tp Hồ Chí Minh,10.9593525,106.48182,Nhà ở,,2,1,1,,4.0,4.0,,[],8,Nguyễn Văn Quốc,,,2026-09-17 14:31:19,https://nha.chotot.com/tin/178838518,2026-09-17T07:32:56.901734
2766,CHO THUÊ NHÀ ĐƯỜNG QUỐC HƯƠNG GIÁ 27 TRIỆU ,27000000,0.36,75 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.807138,106.73095,Nhà ở,,2,2,2,,,,,[],6,Phương,,,2026-09-17 14:31:17,https://nha.chotot.com/tin/178839383,2026-09-17T07:32:56.901905
2767,"CHO THUÊ NHÀ  PHẠM QUÝ THÍCH   P.PHÚ THỌ HOÀ, TÂN PHÚ   📐 Diện tích: 4",10500000,0.125,84 m²,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.789263,106.62116,Nhà ở,,1,1,,,,,,[],3,Thu,,4.0,2026-09-17 14:31:09,https://nha.chotot.com/tin/178839386,2026-09-17T07:32:56.902068
2768,"CHO THUÊ NHÀ NGUYÊN CĂN – PHƯỜNG LINH TÂY, TP. THỦ ĐỨC  📍 Địa chỉ: 145",10000000,0.14285715,70 m²,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.86056,106.756256,Nhà ở,,2,,,,,,,[],6,Đăng Quang Rental,,,2026-09-17 14:31:05,https://nha.chotot.com/tin/178839388,2026-09-17T07:32:56.902236
2769,Nhà 3 Rưỡi - Mặt Tiền Hải Châu Gần Đống Đa ( SỤP ),5500000000,110.0,50 m²,"Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Đà Nẵng,16.08619,108.21645,Nhà ở,,6,,5,,,,,[],7,hưng thịnh,,5.0,2026-09-02 10:54:17,https://nha.chotot.com/tin/178518870,2026-09-17T07:32:56.902405
2770,"[GIÁ RẺ] NHÀ NGUYÊN CĂN 1 TRỆT 1 LẦU GẦN EMART, CHỢ TÂN SƠN",8000000,0.14285715,56 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.832696,106.63855,Nhà ở,,2,2,1,,,,,[],8,THÀNH ĐẠT CHUYÊN CHO THUÊ PHÒNG TRỌ CHDV GIÁ TỐT,,,2026-09-17 14:30:48,https://nha.chotot.com/tin/178839377,2026-09-17T07:32:56.902590
2771,Giá Thuê : 9tr/1 tháng Cho Thuê Nhà Đường Bùi Quang Là P12 Q. gò Vấp -,9000000,0.140625,64 m²,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.835113,106.6396,Nhà ở,,2,2,,Tây,,,1.0,[],6,Quang Huy,,5.0,2026-09-07 10:48:48,https://nha.chotot.com/tin/178617090,2026-09-17T07:32:56.902787
2772,"BÁN GẤP NHÀ KQH HOÀNG DIỆU PHƯỜNG CAM LY ĐÀ LẠT CHỈ 5,4 TỶ",5400000000,120.0,45 m²,"Phường 5, Thành phố Đà Lạt, Lâm Đồng",Thành phố Đà Lạt,Lâm Đồng,11.942885,108.427925,Nhà ở,,3,2,3,Tây Bắc,3.0,,,[],4,Tô Hoàng Phương Trinh,,,2026-09-15 15:32:14,https://nha.chotot.com/tin/178796817,2026-09-17T07:32:56.902962
2773,Nhà mới DT:4x9m 2 Tầng 2pn 2wc hẻm 1942 Huỳnh Tấn Phát,1960000000,61.25,32 m²,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.698072,106.738914,Nhà ở,,2,,2,,,,,[],11,Nam Phú Gia,,,2026-09-06 06:52:42,https://nha.chotot.com/tin/178593726,2026-09-17T07:32:56.903127
2774,Nhà Lầu 4 Tầng Hẻm Oto Xây Mới 100% Âu Dương Lân P2 Q8,8600000000,204.7619,42 m²,"Phường 2, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.742134,106.685104,Nhà ở,,4,3,4,,2.0,1.0,,[],8,Phạm Quốc Thắng,,,2026-09-17 14:29:58,https://nha.chotot.com/tin/178839361,2026-09-17T07:32:56.903292
2775,"Cho Thuê Biệt Thự Nam Thông PMH Q7 - 450m2, 5PN, Đường 20m",70000000,0.15555556,450 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.73019,106.70033,Nhà ở,,5,4,5,,,,,[],12,Thuỷ Trần,,,2026-08-31 09:55:18,https://nha.chotot.com/tin/178484863,2026-09-17T07:32:56.903449
2776,Cần cho thuê nhà góc 2 Mặt Tiền 84A Phổ Quang P.2 Q.Tân Bình,30000000,0.3030303,99 m²,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.806851,106.668365,Nhà ở,,5,5,4,,,1.0,60000000.0,[],6,Anh Thanh,,,2026-09-17 14:29:37,https://nha.chotot.com/tin/178839329,2026-09-17T07:32:56.903929
2777,Bán nhà lầu đúc kiên cố hẻm xe hơi rộng đường Dương Bá Trạc P1 Q8 ,11800000000,245.83333,48 m²,"Phường 1, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.74418,106.69049,Nhà ở,,4,4,4,Nam,2.0,1.0,,[],3,Nguyễn Thìn ,,4.4,2026-09-17 14:29:34,https://nha.chotot.com/tin/178839333,2026-09-17T07:32:56.904095
2778,"Bán nhà riêng 4mx18,3m",12300000000,169.65517,72.5 m²,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.796407,106.63215,Nhà ở,,1,,,,,,,[],3,Nguyễn Võ Châu Phát,,,2026-09-16 14:28:21,https://nha.chotot.com/tin/178817793,2026-09-17T07:32:56.904263
2779,cho thuê,25000000,0.41666666,60 m²,"Phường 8, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.756033,106.671135,Nhà ở,,4,5,3,Đông,3.0,1.0,50000000.0,[],3,Phạm Ánh Lan,,5.0,2026-09-17 12:38:51,https://nha.chotot.com/tin/178836750,2026-09-17T07:32:56.904459
2780,cho thuê nhà 2 tầng đường phan thanh sát đại học duy tân,11000000,0.22,50 m²,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Đà Nẵng,16.063013,108.208755,Nhà ở,,3,3,2,,1.0,,,[],10,Đại tuấn,,,2026-09-17 14:29:11,https://nha.chotot.com/tin/178839312,2026-09-17T07:32:56.904644
2781,"HIẾM!!!! - Hẻm Sư Vạn Hạnh, P12, Q.10 - 5x20m, 4 Tầng, 400m2",38000000,0.38,100 m²,"Phường 12, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.775027,106.667755,Đất,,,,4,,,,,[],9,Ngô Thanh Hùng,,,2026-09-17 14:30:13,https://nha.chotot.com/tin/178839362,2026-09-17T07:32:58.328122
2782,CHO THUÊ HẺM NGUYỄN VĂN TRỖI TÂN BÌNH | 12x15m siêu rộng,58000000,0.58,100 m²,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,116000000.0,[],8,Dung tr,,,2026-09-17 14:29:35,https://nha.chotot.com/tin/178839347,2026-09-17T07:32:58.328418
2783,"Cho thuê nhà phố 5 tầng có thang máy, rèm đường D9",45000000,0.53571427,84 m²,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84805,106.83874,Đất,,,,5,,3.0,1.0,,[],4,DUY HOMES,,,2026-09-09 09:41:13,https://nha.chotot.com/tin/178661906,2026-09-17T07:32:58.328643
2784,"Cho thuê vp phố nguyên hồng,đống đa,dt 68m2,giá 13tr/tháng",13000000,0.19117647,68 m²,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Hà Nội,21.015743,105.80971,Đất,,,,8,,1.0,1.0,,[],5,Đào Thành Lân,,,2026-09-17 14:27:34,https://nha.chotot.com/tin/178839277,2026-09-17T07:32:58.328822
2785,🔥 CHO THUÊ BIỆT THỰ SÂN VƯỜN NGUYỄN VĂN TRỖI – NGANG 12M – GIÁ 59TR/TH,59000000,0.118,500 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,150000000.0,[],7,Kiều Hằng,,,2026-09-17 14:27:01,https://nha.chotot.com/tin/178839254,2026-09-17T07:32:58.329059
2786,Cho thuê kho 1200m QL1A Tam Bình chỉ 75k,90000000,0.075,1200 m²,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.871881,106.739655,Đất,,,,,,,,3.0,[],3,Anhthe,,4.0,2026-09-14 18:07:53,https://nha.chotot.com/tin/178775394,2026-09-17T07:32:58.329251
2787,BIỆT THỰ SÂN VƯỜN KHU TỔ HỢP F&B VÀ ĐA NGÀNH NGHỀ TRUNG TÂM QUẬN 3 ,115000000,0.34848484,330 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.788824,106.690765,Đất,,,,,,,,,[],9,Yến Ngọc,,,2026-09-17 14:25:23,https://nha.chotot.com/tin/178839200,2026-09-17T07:32:58.329594
2788,🍑Đoạn Đẹp NGUYỄN GIA TRÍ - 4x25m (Trệt 2 Lầu)🍑,65000000,0.21666667,300 m²,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.810227,106.71722,Đất,,,,,,,,,[],6,Nhà Phố Cho Thuê,,,2026-09-17 14:24:57,https://nha.chotot.com/tin/175622468,2026-09-17T07:32:58.329779
2789,"🌟10x15m - TRẦN QUỐC TOẢN, Quận 3🌟 Trệt 2 Lầu",60000000,0.13333334,450 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.78659,106.68779,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:24:26,https://nha.chotot.com/tin/175903201,2026-09-17T07:32:58.330015
2790,cho thuê 100m văn phòng giá 30 tr,30000000,0.3,100 m²,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79159,106.73052,Đất,,,,,,,,60000000.0,[],3,Nguyễn Văn Hậu,,,2026-09-05 13:44:09,https://nha.chotot.com/tin/178581677,2026-09-17T07:32:58.330242
2791,CHO THUÊ TÒA NHÀ VĂN PHÒNG NGUYỄN VĂN TRỖI NGAY NGÃ TƯ PHÚ NHUẬN,130000000,0.096296296,1350 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.798557,106.67042,Đất,,,,,,,,,[],3,Anh Đào,,,2026-09-12 11:08:02,https://nha.chotot.com/tin/178727010,2026-09-17T07:32:58.330424
2792,Mặt bằng đẹp Hồ Văn Huê 30m2,7490000,0.24966666,30 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80251,106.67629,Đất,,,,,,,,7490000.0,[],7,NGUYỄN THỊ ANH THƯ,,,2026-09-06 15:25:13,https://nha.chotot.com/tin/178603931,2026-09-17T07:32:58.330623
2793,"🇻🇳SHOPHOUSE 3 TẦNG MẶT TIỀN MÊ LINH | GẦN ORI, KCN HÒA KHÁNH",14000000,0.11666667,120 m²,"Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Đà Nẵng,16.09171,108.12595,Đất,,04,,3,,,,,[],10,Ngô Văn Cảnh,,4.4,2026-09-17 14:22:04,https://nha.chotot.com/tin/178839109,2026-09-17T07:32:58.330787
2794,🔥 HẺM XE HƠI  HUỲNH VĂN BÁNH – PHÚ NHUẬN | 4PN – 4WC | CHỈ 2x,23000000,0.23,100 m²,"Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.791831,106.671616,Đất,,4,,,,,,46000000.0,[],6,Dung tr,,,2026-09-17 14:21:51,https://nha.chotot.com/tin/178839122,2026-09-17T07:32:58.330940
2795,"Măt tiền Nguyễn Cư Trinh, Quận 1 (Ngang 17m)",90000000,0.45,200 m²,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.763458,106.68884,Đất,,,,,,,,,[],5,Nhà Phố Cho Thuê,,,2026-09-17 14:21:14,https://nha.chotot.com/tin/178280784,2026-09-17T07:32:58.331098
2796,"🔥GÓC 2MT - NGUYỄN TRÃI, Bến Thành, Q1🔥400m2 sử dụng",150000000,0.375,400 m²,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.771166,106.68731,Đất,,,,,,,,,[],4,Nhà Phố Cho Thuê,,,2026-09-17 14:20:35,https://nha.chotot.com/tin/175556911,2026-09-17T07:32:58.331329
2797,CHO THUÊ TÒA NHÀ 2 MẶT TIỀN VÕ VĂN NGÂN DT 12M X 36M TP THỦ ĐỨC,100000000,0.07692308,1300 m²,"Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.850573,106.76223,Đất,,,,,,,1.0,,[],3,Oanh Home,,,2026-09-17 14:20:21,https://nha.chotot.com/tin/178262159,2026-09-17T07:32:58.331668
2798,"🔥 CHO THUÊ TẦNG 7 160m2 – 104A XUÂN THUỶ, THẢO ĐIỀN, Q2 🔥",50000000,0.3125,160 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.803889,106.73543,Đất,,,,,,,,150000000.0,[],8,Kiều Hằng,,,2026-09-17 14:18:58,https://nha.chotot.com/tin/178839027,2026-09-17T07:32:58.331928
2799,Cho thuê  Shophouse Panorama Phú Mỹ Hưng 2 tầng 50tr/th,50000000,0.35460994,141 m²,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.72168,106.71284,Đất,,,,2,Tây Nam,,1.0,,[],7,Dân,,,2026-09-17 14:18:55,https://nha.chotot.com/tin/177011854,2026-09-17T07:32:58.332132
2800,Kho trống VIEW SÔNG 235/50A Đặng Thùy Trâm. DT 8X20M.,20000000,0.125,160 m²,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.824377,106.70332,Đất,,,,,,2.0,1.0,,[],3,Anh Dũng,,4.0,2026-09-17 14:17:42,https://nha.chotot.com/tin/167862234,2026-09-17T07:32:58.332326
2801,"Chính Chủ Gửi Bán Akari City Phase 2 - 2PN2WC - Giá 4,3 tỷ - View Đẹp",4300000000,53.75,80 m²,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,Căn hộ/Chung cư,1.0,2,2,,Nam,3.0,6.0,,[],8,Lê Khanh,,,2026-09-17 14:32:45,https://nha.chotot.com/tin/178134710,2026-09-17T07:32:59.486094
2802,"Cho thuê phòng trọ view đẹp, máy giặt riêng - 40m2 tại Quận 3",6900000,0.1725,40 m²,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",Quận 3,Tp Hồ Chí Minh,10.78003,106.68723,Phòng trọ,,1,,,,,,6900000.0,[],6,Quỳnh My,,,2026-09-09 12:07:44,https://nha.chotot.com/tin/175142196,2026-09-17T07:32:59.486412
2803,sang nhượng sân pickleball hoặc cho thuê kho xưởng,65000000,0.040625,1600 m²,"Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.730695,106.57589,Đất,,,,,,,1.0,130000000.0,[],3,Dũng,,,2026-09-17 14:32:40,https://nha.chotot.com/tin/178835565,2026-09-17T07:32:59.486681
2804,"Cho thuê nhà hẻm 638 Lê Trọng Tấn, DT : 5x20 , 1 lầu 3PN",12000000,0.12,100 m²,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.805715,106.630196,Nhà ở,,3,,,,1.0,,1.0,[],4,Cúc Nguyễn,,4.0,2026-09-17 14:32:36,https://nha.chotot.com/tin/178839424,2026-09-17T07:32:59.486999
2805,CHO THUÊ VĂN PHÒNG 85 CMT8 DỌN VÀO THÁNG 10,27000000,0.3857143,70 m²,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.772076,106.69216,Đất,,,,,Tây Bắc,2.0,3.0,,[],5,Lý Quốc Duy,,,2026-09-17 14:32:35,https://nha.chotot.com/tin/178839416,2026-09-17T07:32:59.487245
